country_iso3,year,gdp
IDN,1987,75929617557.75212
IDN,1988,84300174485.79732
IDN,1989,94451427876.6628
IDN,1990,106140727333.63564
IDN,1991,116621996217.1334
IDN,1992,128026966579.96376
IDN,1993,158006700301.5332
IDN,1994,176892143931.50528
IDN,1995,202132028723.11533
IDN,1996,227369679374.9733
IDN,1997,215748998609.635
IDN,1998,95445547872.71504
IDN,1999,140001351215.46185
IDN,2000,165021012077.80963
IDN,2001,160446947784.90857
IDN,2002,195660611165.18344
IDN,2003,234772463823.80835
IDN,2004,256836875295.4519
IDN,2005,285868619196.0848
IDN,2006,364570515618.35693
IDN,2007,432216737774.86053
IDN,2008,510228634990.59827
IDN,2009,539580085616.49194
IDN,2010,755094157621.9355
IDN,2011,892969104563.1713
IDN,2012,917869913332.6486
IDN,2013,912524136718.0182
IDN,2014,890814755533.5369
IDN,2015,860854232686.2139
IDN,2016,931877364037.6976
IDN,2017,1015618744159.734
IDN,2018,1042271532988.6316
IDN,2019,1119099871350.1992
IDN,2020,1059054842698.482
IDN,2021,1186509691086.7307
IDN,2022,1319076267310.162
IDN,2023,1371171152331.155
IRN,1960,4199134389.903696
IRN,1961,4426949094.840303
IRN,1962,4693566416.4834585
IRN,1963,4928628018.387591
IRN,1964,5379845647.7013855
IRN,1965,6197319929.040383
IRN,1966,6789938671.750944
IRN,1967,7555383690.16
IRN,1968,8623172959.898033
IRN,1969,9743089607.495869
IRN,1970,10976245153.589386
IRN,1971,13731802833.0363
IRN,1972,17153463263.108646
IRN,1973,27081698249.50829
IRN,1974,46209092072.13827
IRN,1975,51776222349.8869
IRN,1976,68055295080.75381
IRN,1977,80600122701.9632
IRN,1978,77994316621.48138
IRN,1979,90391877325.9285
IRN,1980,94362275580.0229
IRN,1981,100499312749.92252
IRN,1982,125948756439.48515
IRN,1983,156365156618.24072
IRN,1984,162276728619.51862
IRN,1985,180183629599.68427
IRN,1986,209094561833.48007
IRN,1987,134009995923.16888
IRN,1988,123057861333.90796
IRN,1989,120496362916.27124
IRN,1990,124813263926.225
IRN,1993,63743623231.23123
IRN,1994,71841461172.2365
IRN,1995,96419225744.99268
IRN,1996,120403931883.34818
IRN,1997,113919163421.47868
IRN,1998,110276913362.44542
IRN,1999,113848450088.68648
IRN,2000,109591707801.43082
IRN,2001,126878750295.58344
IRN,2002,128626917504.39809
IRN,2003,153544751396.21115
IRN,2004,190043433963.8662
IRN,2005,226452138295.7256
IRN,2006,266298911663.7069
IRN,2007,349881601462.4392
IRN,2008,412336172443.79486
IRN,2009,416397025729.8983
IRN,2010,486807616876.6958
IRN,2011,626133112195.9261
IRN,2012,644035512181.4827
IRN,2013,492775566425.88055
IRN,2014,460382791480.42816
IRN,2015,408212917874.9643
IRN,2016,457954614593.74615
IRN,2017,486630147094.4858
IRN,2018,329691934142.938
IRN,2019,283649531542.74054
IRN,2020,239735486745.38528
IRN,2021,359096907772.2729
IRN,2022,413394567603.5518
IRN,2023,401504514718.7182
IRQ,1960,1537252191.859759
IRQ,1961,1671960964.5102496
IRQ,1962,1784174541.4830444
IRQ,1963,1805901509.5746913
IRQ,1964,2136408198.421848
IRQ,1965,2335785505.500707
IRQ,1966,2530306096.10285
IRQ,1967,2551522657.4507833
IRQ,1968,2896598841.3604636
IRQ,1969,3007758796.8964815
IRQ,1970,3281318687.472525
IRQ,1971,3865346534.653437
IRQ,1972,4113848002.4030943
IRQ,1973,5134367778.144569
IRQ,1974,11516762614.290518
IRQ,1975,13458516762.614222
IRQ,1976,17754825601.083576
IRQ,1977,19838130714.52753
IRQ,1978,23762275651.879345
IRQ,1979,37816457839.48527
IRQ,1980,52568999999.99967
IRQ,1981,37822999999.999664
IRQ,1982,42382333333.33301
IRQ,1983,40712903225.80613
IRQ,1984,46938387096.773865
IRQ,1985,48425161290.32226
IRQ,1986,47264516129.03194
IRQ,1987,56774193548.38678
IRQ,1988,62684516129.03193
IRQ,1989,65831935483.87065
IRQ,1990,180408064516.1284
IRQ,1991,407796349.66378486
IRQ,1992,553671957.6719576
IRQ,1993,1031944881.131894
IRQ,1994,3991349282.7572927
IRQ,1995,12894029888.112158
IRQ,1996,10433698621.342705
IRQ,1997,20764857056.379498
IRQ,1998,20617405044.242462
IRQ,1999,36881601583.81936
IRQ,2000,48364250943.90507
IRQ,2001,36176430128.805725
IRQ,2002,32928454672.42459
IRQ,2003,21921569478.81626
IRQ,2004,36633669269.3981
IRQ,2005,50065104667.8159
IRQ,2006,65147051918.02187
IRQ,2007,88837057319.51791
IRQ,2008,131614434153.50533
IRQ,2009,111657580326.31512
IRQ,2010,138516722649.57266
IRQ,2011,185749664444.4445
IRQ,2012,218002476129.47165
IRQ,2013,234637675128.64493
IRQ,2014,228415656174.95712
IRQ,2015,166774104959.10168
IRQ,2016,166743557747.67148
IRQ,2017,187217660050.6757
IRQ,2018,227367469034.03085
IRQ,2019,233636097800.33844
IRQ,2020,180898797936.27884
IRQ,2021,209691945713.10345
IRQ,2022,286640340965.5172
IRQ,2023,250842782139.46417
IRL,1960,1998550221.8055432
IRL,1961,2151772979.96956
IRL,1962,2329372971.891706
IRL,1963,2505073357.8850775
IRL,1964,2851091646.431651
IRL,1965,3035655793.5247006
IRL,1966,3198820903.82796
IRL,1967,3445739914.7310104
IRL,1968,3378701146.841974
IRL,1969,3902721631.546634
IRL,1970,4395995085.995086
IRL,1971,5098250287.466462
IRL,1972,6318060582.218726
IRL,1973,7481173065.792012
IRL,1974,7896860614.988031
IRL,1975,9483808362.36934
IRL,1976,9453756014.71837
IRL,1977,11248340431.377935
IRL,1978,14647996073.693748
IRL,1979,18319334300.451324
IRL,1980,21747855640.07121
IRL,1981,20670190138.16707
IRL,1982,21474752962.21775
IRL,1983,20766047763.53137
IRL,1984,20106648454.840363
IRL,1985,21270013325.56009
IRL,1986,28714571852.479862
IRL,1987,33920518492.50936
IRL,1988,37772896220.75585
IRL,1989,39238392677.75421
IRL,1990,49305632408.4929
IRL,1991,49787501584.484726
IRL,1992,55918538121.3989
IRL,1993,52417477613.67601
IRL,1994,57097656065.95995
IRL,1995,69139823232.32323
IRL,1996,75790786290.32259
IRL,1997,82856648758.35721
IRL,1998,90199410115.50967
IRL,1999,98893958262.64384
IRL,2000,100207610429.90924
IRL,2001,109346669229.6954
IRL,2002,128596035288.40102
IRL,2003,164670771259.60202
IRL,2004,194372115041.06497
IRL,2005,211876989655.90652
IRL,2006,232180617162.2785
IRL,2007,270079279419.5005
IRL,2008,275447471451.06323
IRL,2009,236443115853.69476
IRL,2010,221913560882.3671
IRL,2011,239170638711.3137
IRL,2012,225118718207.1563
IRL,2013,238112475390.79556
IRL,2014,259681883575.70575
IRL,2015,292364226871.7561
IRL,2016,298559265006.39764
IRL,2017,337241811320.8959
IRL,2018,386693357874.0562
IRL,2019,398933010007.3562
IRL,2020,428608687830.2393
IRL,2021,513391778882.86
IRL,2022,533140011838.2764
IRL,2023,545629450403.7351
IMN,1995,914762873.6891532
IMN,1996,1023005862.7792743
IMN,1997,1180968165.4085984
IMN,1998,1382605389.3205488
IMN,1999,1567402513.6964228
IMN,2000,1563667799.6157825
IMN,2001,1659131243.7383714
IMN,2002,1947332921.747183
IMN,2003,2328658227.848101
IMN,2004,2822358473.169832
IMN,2005,3032411026.949189
IMN,2006,3422733202.450104
IMN,2007,4466350655.89909
IMN,2008,5928791505.351438
IMN,2009,5486921247.073229
IMN,2010,5920369789.501823
IMN,2011,6565667052.797365
IMN,2012,6690228371.669086
IMN,2013,7001175622.712655
IMN,2014,7708454412.321261
IMN,2015,7084800892.222841
IMN,2016,6846377563.006829
IMN,2017,6979788333.502793
IMN,2018,7491649455.927165
IMN,2019,7314967866.282892
IMN,2020,6684225641.0256405
IMN,2021,7931193222.064053
ISR,1960,3052993636.3971047
ISR,1961,3687339031.645485
ISR,1962,2949160176.729827
ISR,1963,3515690732.782267
ISR,1964,4001288352.2557673
ISR,1965,4304281997.410134
ISR,1966,4676353689.633933
ISR,1967,4735101851.5640335
ISR,1968,5427155199.100301
ISR,1969,6261770752.920234
ISR,1970,7364277925.141301
ISR,1971,7012333173.083149
ISR,1972,9168824837.8168
ISR,1973,11835802404.7103
ISR,1974,17075130883.46275
ISR,1975,16050008787.255636
ISR,1976,15864905769.074123
ISR,1977,18153376715.829597
ISR,1978,17599385989.296295
ISR,1979,22480105812.02824
ISR,1980,25249789919.856667
ISR,1981,26727967129.92553
ISR,1982,29087663989.13959
ISR,1983,32488543974.06726
ISR,1984,30470017330.501568
ISR,1985,28740117286.324795
ISR,1986,35628837312.24015
ISR,1987,42802884824.60686
ISR,1988,52349277417.07393
ISR,1989,52142996978.29931
ISR,1990,61661395508.95943
ISR,1991,70591957101.76035
ISR,1992,79002421132.56517
ISR,1993,79398331244.7804
ISR,1994,90220195074.09152
ISR,1995,104892955202.0722
ISR,1996,114505860826.51878
ISR,1997,118859377862.81673
ISR,1998,120056692192.31071
ISR,1999,120922937410.9235
ISR,2000,136035771711.67194
ISR,2001,134635822098.58047
ISR,2002,125060622862.93216
ISR,2003,131299915899.95828
ISR,2004,139973148371.26282
ISR,2005,147083996033.60297
ISR,2006,158670456932.53735
ISR,2007,184052121662.0822
ISR,2008,220531065217.3913
ISR,2009,211970040942.9596
ISR,2010,238364092298.0229
ISR,2011,266791854430.89716
ISR,2012,262282344091.8492
ISR,2013,297732778479.1286
ISR,2014,314330061977.26337
ISR,2015,303414276832.04004
ISR,2016,322102790386.835
ISR,2017,358245427458.54095
ISR,2018,376691526553.2764
ISR,2019,402470513619.148
ISR,2020,413267669231.52216
ISR,2021,488526545878.89136
ISR,2022,525002447652.77344
ISR,2023,509901495702.1033
ITA,1960,41915814947.7905
ITA,1961,46542216714.6155
ITA,1962,52293346804.62542
ITA,1963,59897871868.0716
ITA,1964,65569646710.202965
ITA,1965,70554398250.33769
ITA,1966,76446251295.37439
ITA,1967,84207912985.92194
ITA,1968,91275077144.66182
ITA,1969,100764425165.4865
ITA,1970,113395315985.13013
ITA,1971,124672365792.75903
ITA,1972,145260039840.63745
ITA,1973,175492055795.4168
ITA,1974,199564489431.3784
ITA,1975,227695851126.92764
ITA,1976,224717278436.84576
ITA,1977,257596313364.0553
ITA,1978,315058323066.3929
ITA,1979,393677161500.8157
ITA,1980,477256775943.92944
ITA,1981,430702851303.0148
ITA,1982,427272645669.2913
ITA,1983,443042373788.8832
ITA,1984,437887689001.5429
ITA,1985,452217492140.75653
ITA,1986,640386352773.0874
ITA,1987,805713128174.4846
ITA,1988,891608957155.6084
ITA,1989,928661332204.3466
ITA,1990,1181222653522.9475
ITA,1991,1246220156079.288
ITA,1992,1320161644933.2288
ITA,1993,1064958075550.6335
ITA,1994,1099216688280.4996
ITA,1995,1174662070605.016
ITA,1996,1312426527795.2063
ITA,1997,1241879604365.6206
ITA,1998,1270052525928.404
ITA,1999,1252446659833.7866
ITA,2000,1146676894209.728
ITA,2001,1168023426056.3794
ITA,2002,1276769338449.2964
ITA,2003,1577621707050.5066
ITA,2004,1806542968545.5645
ITA,2005,1858217147203.7344
ITA,2006,1949551719389.6443
ITA,2007,2213102482751.458
ITA,2008,2408655348718.5933
ITA,2009,2199928804118.6313
ITA,2010,2136099955236.671
ITA,2011,2294994296589.4985
ITA,2012,2086957656821.602
ITA,2013,2141924094298.5552
ITA,2014,2162009615996.5415
ITA,2015,1836637711060.546
ITA,2016,1877071687633.7788
ITA,2017,1961796197354.3564
ITA,2018,2091932426266.979
ITA,2019,2011302198827.448
ITA,2020,1897461635591.912
ITA,2021,2154875493744.9265
ITA,2022,2066972096553.7048
ITA,2023,2254851212731.8047
JAM,1960,699064380.3742479
JAM,1961,748043500.7825997
JAM,1962,777727688.9089245
JAM,1963,826706669.3173323
JAM,1964,897949000.8203996
JAM,1965,972159611.1361556
JAM,1966,1096759561.2961757
JAM,1967,1148014310.825496
JAM,1968,1083839132.9286935
JAM,1969,1191239047.0087624
JAM,1970,1404720441.888177
JAM,1971,1539861815.8938138
JAM,1972,1875146587.4442968
JAM,1973,1905917553.1914897
JAM,1974,2375122375.122375
JAM,1975,2860442750.4427505
JAM,1976,2966042856.042856
JAM,1977,3249733139.73314
JAM,1978,2644527821.53011
JAM,1979,2425064229.04184
JAM,1980,2679379371.5126133
JAM,1981,2979027966.4537277
JAM,1982,3293496311.9309316
JAM,1983,3619262277.477115
JAM,1984,2373564549.493203
JAM,1985,2100239018.8246665
JAM,1986,2754549581.924093
JAM,1987,3287007321.5669913
JAM,1988,3828342820.349404
JAM,1989,4404937853.39452
JAM,1990,4592208086.6923485
JAM,1991,4106207649.0554743
JAM,1992,3535460089.807189
JAM,1993,5440075675.740674
JAM,1994,5452558947.03045
JAM,1995,6577520642.822969
JAM,1996,7393891920.803583
JAM,1997,8400041723.548614
JAM,1998,8787195622.43502
JAM,1999,8887057997.362276
JAM,2000,9005064474.930035
JAM,2001,9194727831.073183
JAM,2002,9719009494.847792
JAM,2003,9430234810.785856
JAM,2004,10174664853.947563
JAM,2005,11243865777.713053
JAM,2006,11930179089.885475
JAM,2007,12799600047.184536
JAM,2008,13709401520.032597
JAM,2009,12120458114.8318
JAM,2010,13220549908.249386
JAM,2011,14444661522.146338
JAM,2012,14807086555.528316
JAM,2013,14264205152.61263
JAM,2014,13899217679.92193
JAM,2015,14188936918.003582
JAM,2016,14077096676.621284
JAM,2017,14808985132.772173
JAM,2018,15730792876.265558
JAM,2019,15830766531.147352
JAM,2020,13812421835.736937
JAM,2021,14657586159.431623
JAM,2022,17097760686.777462
JAM,2023,19423355367.23718
JPN,1960,47419238274.461945
JPN,1961,57266758179.58833
JPN,1962,64987857541.62556
JPN,1963,74379284603.3875
JPN,1964,87490590817.98027
JPN,1965,97338107605.8236
JPN,1966,113046784179.2889
JPN,1967,132475614226.51888
JPN,1968,156897496759.12778
JPN,1969,184298841304.66696
JPN,1970,217223652719.4445
JPN,1971,245364056622.3629
JPN,1972,324933841268.5847
JPN,1973,441460582535.9208
JPN,1974,490035789970.2995
JPN,1975,532861438884.7239
JPN,1976,598883902155.6049
JPN,1977,737069290927.7122
JPN,1978,1035611588216.594
JPN,1979,1077910077676.3712
JPN,1980,1129377244854.036
JPN,1981,1245221410764.1482
JPN,1982,1158731426905.8486
JPN,1983,1270859919742.9011
JPN,1984,1345824500836.7627
JPN,1985,1427019759717.4094
JPN,1986,2120083812109.9124
JPN,1987,2580748422781.091
JPN,1988,3125724434400.792
JPN,1989,3109455047823.931
JPN,1990,3185904656663.8467
JPN,1991,3648065760648.876
JPN,1992,3980702922117.6567
JPN,1993,4536940479038.254
JPN,1994,4998797547740.975
JPN,1995,5545563663889.704
JPN,1996,4923391533851.632
JPN,1997,4492448605638.937
JPN,1998,4098362709531.2407
JPN,1999,4635982224063.884
JPN,2000,4968359075956.591
JPN,2001,4374711694090.8706
JPN,2002,4182846045873.608
JPN,2003,4519561645253.529
JPN,2004,4893116005656.559
JPN,2005,4831467035389.8
JPN,2006,4601663122649.921
JPN,2007,4579750920354.809
JPN,2008,5106679115127.299
JPN,2009,5289493117993.89
JPN,2010,5759071769013.113
JPN,2011,6233147172341.349
JPN,2012,6272362996105.034
JPN,2013,5212328181166.185
JPN,2014,4896994405353.292
JPN,2015,4444930651964.18
JPN,2016,5003677627544.24
JPN,2017,4930837369151.422
JPN,2018,5040880939324.859
JPN,2019,5117993853016.508
JPN,2020,5055587093501.588
JPN,2021,5034620784584.983
JPN,2022,4256410760723.75
JPN,2023,4212945159781.403
JOR,1965,599759760.096096
JOR,1966,657999736.8001053
JOR,1967,631679747.328101
JOR,1968,561119775.5520898
JOR,1969,698879720.4481119
JOR,1970,639519744.1921023
JOR,1971,678159728.7361085
JOR,1972,788479684.6081262
JOR,1973,943783839.7180518
JOR,1974,1197483948.685469
JOR,1975,1363073497.773553
JOR,1976,1708521219.4600327
JOR,1977,2096778602.1678455
JOR,1978,2602208588.9570556
JOR,1979,3271368780.6534743
JOR,1980,3910044474.28044
JOR,1981,4383944702.859582
JOR,1982,4681240992.703381
JOR,1983,4920692190.9556875
JOR,1984,4967162160.404718
JOR,1985,4993601520.430789
JOR,1986,6402050484.904248
JOR,1987,6756209762.482309
JOR,1988,6277451829.053252
JOR,1989,4221373673.804684
JOR,1990,4160087507.834723
JOR,1991,4344467193.250948
JOR,1992,5310833193.590049
JOR,1993,5606400221.692687
JOR,1994,6236295978.245313
JOR,1995,6727597031.96347
JOR,1996,6927503526.093089
JOR,1997,7245839210.1551485
JOR,1998,7912270803.949224
JOR,1999,8149929478.138224
JOR,2000,8460789844.851905
JOR,2001,8975814652.819601
JOR,2002,9582510578.279266
JOR,2003,10195627644.569817
JOR,2004,11411706629.055008
JOR,2005,12588998589.562763
JOR,2006,15056981664.31594
JOR,2007,17110437235.543018
JOR,2008,22658715989.330204
JOR,2009,24537876056.338028
JOR,2010,27133804225.352116
JOR,2011,29524149154.92958
JOR,2012,31634561690.140846
JOR,2013,34454440140.84507
JOR,2014,36847643521.12676
JOR,2015,38587017887.323944
JOR,2016,39892551126.76057
JOR,2017,41608435915.49296
JOR,2018,43370860704.22536
JOR,2019,44502816901.408455
JOR,2020,43700383098.59155
JOR,2021,46296100140.84507
JOR,2022,48653381830.98592
JOR,2023,50813642348.67464
KAZ,1990,26932016269.61069
KAZ,1991,24923076923.076923
KAZ,1992,24917355371.900826
KAZ,1993,23409260879.94272
KAZ,1994,21250792886.105423
KAZ,1995,20374302652.38188
KAZ,1996,21035357936.879593
KAZ,1997,22165932062.96603
KAZ,1998,22135245507.36557
KAZ,1999,16870817181.779896
KAZ,2000,18291990662.035625
KAZ,2001,22152689179.881508
KAZ,2002,24636598527.44372
KAZ,2003,30833692900.109074
KAZ,2004,43151647002.60963
KAZ,2005,57123671733.89525
KAZ,2006,81003864630.01804
KAZ,2007,104849915058.37578
KAZ,2008,133441648851.9825
KAZ,2009,115308686941.38016
KAZ,2010,148047348240.64334
KAZ,2011,192626464617.07117
KAZ,2012,207998568865.78925
KAZ,2013,236634603409.08856
KAZ,2014,221415613595.46927
KAZ,2015,184388404706.04175
KAZ,2016,137278320084.17114
KAZ,2017,166805788827.23325
KAZ,2018,179339977690.48486
KAZ,2019,181667184854.50052
KAZ,2020,171082365861.4229
KAZ,2021,197112255360.61234
KAZ,2022,225496328925.4941
KAZ,2023,261421121085.57208
KEN,1960,791265459.4938163
KEN,1961,792959472.8162109
KEN,1962,868111400.7554398
KEN,1963,926589349.3642604
KEN,1964,998759334.4962662
KEN,1965,997919320.8322716
KEN,1966,1164519674.1921303
KEN,1967,1232559506.9761972
KEN,1968,1353295458.6818166
KEN,1969,1458379416.6482334
KEN,1970,1603447358.6210566
KEN,1971,1778391288.6434846
KEN,1972,2107279157.0883372
KEN,1973,2509001324.3459115
KEN,1974,2969958812.016475
KEN,1975,3259345083.2628255
KEN,1976,3474542391.6999164
KEN,1977,4494378764.320108
KEN,1978,5303735110.551515
KEN,1979,6234391113.464339
KEN,1980,7265315820.207766
KEN,1981,6854491705.883771
KEN,1982,6431579356.959255
KEN,1983,5979198313.760933
KEN,1984,6191437070.184111
KEN,1985,6135034213.789982
KEN,1986,7239126568.140921
KEN,1987,7970820369.294901
KEN,1988,8355380879.129548
KEN,1989,8283114514.170809
KEN,1990,8572359038.169579
KEN,1991,8151488783.190641
KEN,1992,8209120763.049552
KEN,1993,5751786642.558715
KEN,1994,7148148564.042385
KEN,1995,9046320255.405067
KEN,1996,12045865396.132324
KEN,1997,13115764358.284555
KEN,1998,14093998843.733383
KEN,1999,12896010459.371077
KEN,2000,12705350097.80436
KEN,2001,12986007425.878052
KEN,2002,13147736898.517572
KEN,2003,14904517649.847569
KEN,2004,16095337093.836596
KEN,2005,18737895512.737766
KEN,2006,25825512284.28908
KEN,2007,31958195182.240604
KEN,2008,35895153327.849686
KEN,2009,42347217912.91757
KEN,2010,45405615063.75513
KEN,2011,46869473150.60999
KEN,2012,56396704671.57766
KEN,2013,61671440407.83867
KEN,2014,68285796514.28962
KEN,2015,70120446896.8359
KEN,2016,74815144163.89308
KEN,2017,82036510877.25989
KEN,2018,92202979985.2863
KEN,2019,100378436207.37134
KEN,2020,100657505750.545
KEN,2021,109703658904.99371
KEN,2022,113419826113.90314
KEN,2023,107440575838.04752
KIR,1970,14295279.544693671
KIR,1971,15278632.47863248
KIR,1972,18936526.946107782
KIR,1973,31710657.72578114
KIR,1974,85637174.3722131
KIR,1975,55083908.14679442
KIR,1976,41110421.320715055
KIR,1977,38746985.279849194
KIR,1978,45212147.98908956
KIR,1979,42618212.22143854
KIR,1980,33020436.234121725
KIR,1981,35623380.42897445
KIR,1982,32458871.060177732
KIR,1983,30630216.708783217
KIR,1984,34224966.85004813
KIR,1985,25839883.51101163
KIR,1986,26069971.804322805
KIR,1987,29408057.80783935
KIR,1988,38284001.6626195
KIR,1989,37956756.18398589
KIR,1990,36688453.36312124
KIR,1991,41285104.02288286
KIR,1992,61689952.17559898
KIR,1993,59161135.893809155
KIR,1994,67263705.16270871
KIR,1995,68938269.11572957
KIR,1996,81385876.26373093
KIR,1997,80155561.16314626
KIR,1998,74756820.46050201
KIR,1999,77421852.3178167
KIR,2000,74790109.38488324
KIR,2001,65168750.85986546
KIR,2002,74977058.64998916
KIR,2003,95984600.95699242
KIR,2004,104430807.97086526
KIR,2005,113786233.08766197
KIR,2006,112201076.37730588
KIR,2007,138066995.12665346
KIR,2008,146790160.52971956
KIR,2009,140384919.85190952
KIR,2010,165113529.31086195
KIR,2011,195984787.454498
KIR,2012,207081997.2230304
KIR,2013,201768028.5525895
KIR,2014,200114840.67884
KIR,2015,191572320.42912197
KIR,2016,206658568.82250705
KIR,2017,223029864.5419304
KIR,2018,233859230.19219792
KIR,2019,216891541.02135065
KIR,2020,222973879.71109745
KIR,2021,289207526.3066171
KIR,2022,270520731.5990411
KIR,2023,279034355.10842144
KOR,1960,3958811881.188119
KOR,1961,2417628736.526548
KOR,1962,2814615384.6153846
KOR,1963,3988461538.4615383
KOR,1964,3459019942.7907934
KOR,1965,3120861498.9144177
KOR,1966,3929055143.5020967
KOR,1967,4855892445.826819
KOR,1968,6119394892.37109
KOR,1969,7678698837.593455
KOR,1970,9005144969.116661
KOR,1971,9903571248.532684
KOR,1972,10862211760.825178
KOR,1973,13876472208.26784
KOR,1974,19543973941.368076
KOR,1975,21784297520.661156
KOR,1976,29902479338.842976
KOR,1977,38446487603.305786
KOR,1978,51972107438.016525
KOR,1979,66946900826.44628
KOR,1980,65398377597.51083
KOR,1981,72933533011.77058
KOR,1982,78358416171.48886
KOR,1983,87760553261.92787
KOR,1984,97510744119.11624
KOR,1985,101296177099.37704
KOR,1986,116836246284.83247
KOR,1987,147948709376.43414
KOR,1988,199591287824.77655
KOR,1989,246928837311.40607
KOR,1990,283365844161.0921
KOR,1991,330647042837.3337
KOR,1992,355524903068.05554
KOR,1993,392665710525.41095
KOR,1994,463619823515.1643
KOR,1995,566581003128.2037
KOR,1996,610167053824.007
KOR,1997,569755022973.0349
KOR,1998,383331833681.821
KOR,1999,497514040642.26215
KOR,2000,576179387819.613
KOR,2001,547656279894.58673
KOR,2002,627246933729.6177
KOR,2003,702714855193.9042
KOR,2004,793175561887.0269
KOR,2005,934901071332.9838
KOR,2006,1053216909887.5618
KOR,2007,1172614086539.8635
KOR,2008,1047339010225.2472
KOR,2009,943941876218.7432
KOR,2010,1143672241149.7156
KOR,2011,1253289537500.8132
KOR,2012,1278046536287.0134
KOR,2013,1370632955321.2036
KOR,2014,1484488526271.7983
KOR,2015,1466038936206.4275
KOR,2016,1499679823909.6116
KOR,2017,1623074183501.9038
KOR,2018,1725373496825.426
KOR,2019,1651422932447.768
KOR,2020,1644312831906.1692
KOR,2021,1818432106880.0369
KOR,2022,1673916511799.7087
KOR,2023,1712792854202.369
NA,2008,5181776768.712465
NA,2009,5015894692.970269
NA,2010,5343950556.071849
NA,2011,6341613609.979761
NA,2012,6163484244.63408
NA,2013,6735328609.659405
NA,2014,7074394734.884315
NA,2015,6295848422.715734
NA,2016,6682677289.989938
NA,2017,7180764703.357184
NA,2018,7878759714.823217
NA,2019,7899737577.472862
NA,2020,7717145217.812473
NA,2021,9413403724.018988
NA,2022,9354903061.8898
NA,2023,10438351483.167696
KWT,1962,1828107502.799552
KWT,1963,1900895856.6629336
KWT,1964,2071668533.0347145
KWT,1965,2097199161.1203356
KWT,1966,2391199043.520383
KWT,1967,2441599023.3603907
KWT,1968,2662798934.880426
KWT,1969,2769198892.320443
KWT,1970,2873638850.54446
KWT,1971,3880392195.4068823
KWT,1972,4450537925.33189
KWT,1973,5408804607.312896
KWT,1974,13006948296.270523
KWT,1975,12022811620.78667
KWT,1976,13132252801.93716
KWT,1977,14137406740.50655
KWT,1978,15503557496.191645
KWT,1979,24749063922.47961
KWT,1980,28638868355.9196
KWT,1981,25058020338.253494
KWT,1982,21577153356.419174
KWT,1983,20871081080.15384
KWT,1984,21700082752.93689
KWT,1985,21445970613.759464
KWT,1986,17903989745.177998
KWT,1987,22368704133.666832
KWT,1988,20690322152.8945
KWT,1989,24313855653.399323
KWT,1990,18427777777.77778
KWT,1991,11009993703.147371
KWT,1992,19858555214.723927
KWT,1993,23941391390.728477
KWT,1994,24848483838.38384
KWT,1995,27186980646.544792
KWT,1996,31492373308.751575
KWT,1997,30350190704.436146
KWT,1998,25943705784.29957
KWT,1999,30122365849.251846
KWT,2000,37718743480.0751
KWT,2001,34889559869.832596
KWT,2002,38135788413.82759
KWT,2003,47874582231.58799
KWT,2004,59439090600.61079
KWT,2005,80798630136.98631
KWT,2006,101557330723.42303
KWT,2007,114634043361.69225
KWT,2008,147379737229.75284
KWT,2009,105968691905.4155
KWT,2010,115416245238.47812
KWT,2011,154039231299.1275
KWT,2012,174047695598.6865
KWT,2013,174168116687.21497
KWT,2014,162650450784.68552
KWT,2015,114585555830.9162
KWT,2016,109406674087.94688
KWT,2017,120687539675.51738
KWT,2018,138202535962.40082
KWT,2019,138696321087.86374
KWT,2020,107512998447.02074
KWT,2021,141777271268.69412
KWT,2022,182809482400.9244
KWT,2023,161772221950.94162
KGZ,1990,2675000000
KGZ,1991,2569444444.4444447
KGZ,1992,2316562500
KGZ,1993,2028295454.5454545
KGZ,1994,1681006993.0069928
KGZ,1995,1661018518.5185184
KGZ,1996,1827570586.1678448
KGZ,1997,1767864035.7194295
KGZ,1998,1645963749.8314617
KGZ,1999,1249061487.0145676
KGZ,2000,1369688498.0677826
KGZ,2001,1525116370.279392
KGZ,2002,1605643104.730212
KGZ,2003,1919008090.4964125
KGZ,2004,2211534585.003399
KGZ,2005,2460246766.4140053
KGZ,2006,2834168889.4201913
KGZ,2007,3802570552.561046
KGZ,2008,5139958909.179356
KGZ,2009,4690061380.602529
KGZ,2010,4794361863.013527
KGZ,2011,6197765984.284684
KGZ,2012,6605142884.362147
KGZ,2013,7335033800.590564
KGZ,2014,7468102412.682374
KGZ,2015,6678177511.663131
KGZ,2016,6813095379.118702
KGZ,2017,7702938379.42036
KGZ,2018,8271106235.415524
KGZ,2019,9371275264.367346
KGZ,2020,8270468614.240511
KGZ,2021,9249133946.265314
KGZ,2022,12134931017.946526
KGZ,2023,13987627908.83814
LAO,1984,1757142855.9183671
LAO,1985,2366666615.5555553
LAO,1986,1776842097.1634347
LAO,1987,1087273103.696386
LAO,1988,598961269.2978786
LAO,1989,714046821.093797
LAO,1990,865559879.4004065
LAO,1991,1028087972.3108478
LAO,1992,1127806944.6151268
LAO,1993,1327748689.8809426
LAO,1994,1543606345.1168363
LAO,1995,1763536304.5396364
LAO,1996,1873671550.3463552
LAO,1997,1747011857.3310688
LAO,1998,1280177838.7190535
LAO,1999,1454430642.449592
LAO,2000,1731198022.467631
LAO,2001,1768619058.3464744
LAO,2002,1758176653.0774584
